모델명,카테고리,상품설명,가격,중고가격,감가율
SK매직 GRA-B3216D,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 박스 및 구성품 있음.,113920,94553,0.17
SK매직 GRA-B322K,가스레인지,2년 사용했습니다. 상태 보통이며 고장 없음. 추가 액세서리 포함.,174080,137523,0.21
린나이 RBR-P4400,가스레인지,5년 사용했습니다. 상태 최상이며 작동 이상 없음.,436700,240185,0.45
린나이 RT-5102,가스레인지,2년 사용했습니다. 사용감 있음이며 작동 이상 없음. 충전기 없음.,250380,180273,0.28
린나이 INBS301DJ,가스레인지,4년 사용했습니다. 사용감 있음그리고 화면 금 갔음.,167350,66940,0.6
SK매직 GRAB221K,가스레인지,거의 사용하지 않음. 사용감 있음이며 작동 이상 없음.,85440,76896,0.1
린나이 RBR-S3307DJ,가스레인지,5년 사용했습니다. 상태 양호하지만 생활 기스 있음. 충전기 없음.,158790,66691,0.58
린나이 RBR-S3001D,가스레인지,2년 사용했습니다. 상태 보통이며 작동 이상 없음.,213600,164472,0.23
린나이 CTA22NJ,가스레인지,4년 사용했습니다. 상태 양호하지만 생활 기스 있음. 추가 액세서리 포함.,138600,79002,0.43
린나이 RT-1620I,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 박스 없음.,189730,129016,0.32
매직쉐프 MMW-W23FDHW,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음. 정품 인증서 포함.,119960,107964,0.1
린나이 RT-1080IJ,가스레인지,거의 사용하지 않음. 상태 보통이며 고장 없음. 박스 및 구성품 있음.,128060,115254,0.1
린나이 INCP2032WJ,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 충전기 없음.,143060,61515,0.57
SK매직 GRA-B3218D,가스레인지,3년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 없음.,147990,85834,0.42
린나이 RT-6520I,가스레인지,5년 사용했습니다. 외관 심한 흠집이며 고장 없음.,188810,75524,0.6
린나이 CPBC611DJ,가스레인지,5년 사용했습니다. 상태 보통이며 고장 없음.,176080,82757,0.53
SK매직 GRA-BA301D,가스레인지,1개월 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 충전기 없음.,229020,206118,0.1
린나이 RBR-PF3000,가스레인지,1년 사용했습니다. 생활흔적 있음이며 고장 없음. 박스 없음.,294960,244816,0.17
SK매직 뉴에코 GRA-851SR,가스레인지,3년 사용했습니다. 사용감 있음이며 작동 이상 없음. 추가 액세서리 포함.,128820,86309,0.33
린나이 RBR-S6201D,가스레인지,1년 사용했습니다. 외관 약간 흠집이며 고장 없음. 정품 인증서 포함.,180000,156600,0.13
린나이 RBR-P3511WD,가스레인지,3년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 충전기 없음.,241400,137598,0.43
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 충전기 없음.,210750,170707,0.19
SK매직 뉴에코 GRA-910SR,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 충전기 없음.,171700,89284,0.48
SK매직 GRA-F2NRH,가스레인지,2년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 추가 액세서리 포함.,116450,89666,0.23
린나이 GTA24SJ,가스레인지,3년 사용했습니다. 상태 양호하지만 화면 금 갔음. 충전기 없음.,133400,69368,0.48
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,1년 사용했습니다. 상태 보통그리고 액정 파손. 박스 없음.,144000,93600,0.35
린나이 RBR-S3000,가스레인지,6개월 사용했습니다. 외관 심한 흠집이며 고장 없음.,218950,186107,0.15
하츠 GC-3605SDBH,가스레인지,2년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 추가 액세서리 포함.,135000,103950,0.23
린나이 RBR-S3603DIJ,가스레인지,거의 사용하지 않음. 상태 보통그리고 화면 금 갔음.,156710,120666,0.23
SK매직 GRA-B3FDD,가스레인지,거의 사용하지 않음. 생활흔적 있음이며 작동 이상 없음. 정품 인증서 포함.,126000,113400,0.1
린나이 RBR-S4000,가스레인지,4년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 충전기 없음.,260460,96370,0.63
SK매직 GRA-B3216D,가스레인지,2년 사용했습니다. 외관 약간 흠집이며 고장 없음. 충전기 없음.,113920,83161,0.27
SK매직 GRA-B322K,가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 충전기 없음.,174080,116633,0.33
린나이 RBR-P4400,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 정품 인증서 포함.,436700,248919,0.43
린나이 RT-5102,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음.,250380,137709,0.45
린나이 INBS301DJ,가스레인지,3년 사용했습니다. 상태 보통이며 작동 이상 없음. 정품 인증서 포함.,167350,113797,0.32
SK매직 GRAB221K,가스레인지,4년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 충전기 없음.,85440,44428,0.48
린나이 RBR-S3307DJ,가스레인지,2년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 추가 액세서리 포함.,158790,114328,0.28
린나이 RBR-S3001D,가스레인지,5년 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 정품 인증서 포함.,213600,98255,0.54
린나이 CTA22NJ,가스레인지,3년 사용했습니다. 사용감 있음이며 작동 이상 없음. 정품 인증서 포함.,138600,91475,0.34
린나이 RT-1620I,가스레인지,1년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 없음.,189730,147989,0.22
매직쉐프 MMW-W23FDHW,가스레인지,거의 사용하지 않음. 외관 약간 흠집그리고 액정 파손.,119960,85171,0.29
린나이 RT-1080IJ,가스레인지,거의 사용하지 않음. 상태 양호하지만 액정 파손. 추가 액세서리 포함.,128060,98606,0.23
린나이 INCP2032WJ,가스레인지,2년 사용했습니다. 사용감 있음그리고 액정 파손.,143060,78683,0.45
SK매직 GRA-B3218D,가스레인지,1개월 사용했습니다. 상태 최상하지만 생활 기스 있음.,147990,133191,0.1
린나이 RT-6520I,가스레인지,3년 사용했습니다. 사용감 있음그리고 생활 기스 있음.,188810,113286,0.4
린나이 CPBC611DJ,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 추가 액세서리 포함.,176080,154950,0.12
SK매직 GRA-BA301D,가스레인지,6개월 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 박스 및 구성품 있음.,229020,194667,0.15
린나이 RBR-PF3000,가스레인지,1년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 없음.,294960,230068,0.22
SK매직 뉴에코 GRA-851SR,가스레인지,거의 사용하지 않음. 외관 약간 흠집이며 작동 이상 없음. 박스 및 구성품 있음.,128820,115938,0.1
린나이 RBR-S6201D,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 액정 파손.,180000,125999,0.3
린나이 RBR-P3511WD,가스레인지,거의 사용하지 않음. 상태 보통그리고 액정 파손. 충전기 없음.,241400,166566,0.31
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 추가 액세서리 포함.,210750,189675,0.1
SK매직 뉴에코 GRA-910SR,가스레인지,5년 사용했습니다. 사용감 있음이며 작동 이상 없음.,171700,77264,0.55
SK매직 GRA-F2NRH,가스레인지,3년 사용했습니다. 사용감 있음이며 작동 이상 없음. 박스 없음.,116450,73363,0.37
린나이 GTA24SJ,가스레인지,4년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 정품 인증서 포함.,133400,68034,0.49
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,1년 사용했습니다. 사용감 있음그리고 화면 금 갔음.,144000,100800,0.3
린나이 RBR-S3000,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 정품 인증서 포함.,218950,157644,0.28
하츠 GC-3605SDBH,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음.,135000,121500,0.1
린나이 RBR-S3603DIJ,가스레인지,1년 사용했습니다. 상태 양호하지만 화면 금 갔음. 박스 및 구성품 있음.,156710,117532,0.25
SK매직 GRA-B3FDD,가스레인지,3년 사용했습니다. 상태 보통그리고 액정 파손. 충전기 없음.,126000,55439,0.56
린나이 RBR-S4000,가스레인지,2년 사용했습니다. 상태 최상하지만 생활 기스 있음. 박스 없음.,260460,203158,0.22
SK매직 GRA-B3216D,가스레인지,1년 사용했습니다. 상태 최상하지만 액정 파손.,113920,85440,0.25
SK매직 GRA-B322K,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 충전기 없음.,174080,134041,0.23
린나이 RBR-P4400,가스레인지,6개월 사용했습니다. 상태 보통이며 작동 이상 없음.,436700,393030,0.1
린나이 RT-5102,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 추가 액세서리 포함.,250380,180273,0.28
린나이 INBS301DJ,가스레인지,1개월 사용했습니다. 상태 최상하지만 배터리 효율 낮음. 충전기 없음.,167350,150615,0.1
SK매직 GRAB221K,가스레인지,4년 사용했습니다. 상태 양호이며 작동 이상 없음. 정품 인증서 포함.,85440,52118,0.39
린나이 RBR-S3307DJ,가스레인지,6개월 사용했습니다. 사용감 있음이며 고장 없음. 추가 액세서리 포함.,158790,142911,0.1
린나이 RBR-S3001D,가스레인지,2년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,213600,149520,0.3
린나이 CTA22NJ,가스레인지,거의 사용하지 않음. 외관 약간 흠집그리고 액정 파손. 충전기 없음.,138600,94247,0.32
린나이 RT-1620I,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 추가 액세서리 포함.,189730,138502,0.27
매직쉐프 MMW-W23FDHW,가스레인지,거의 사용하지 않음. 상태 보통그리고 배터리 효율 낮음. 추가 액세서리 포함.,119960,100766,0.16
린나이 RT-1080IJ,가스레인지,5년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 추가 액세서리 포함.,128060,49943,0.61
린나이 INCP2032WJ,가스레인지,1년 사용했습니다. 상태 최상하지만 화면 금 갔음. 박스 및 구성품 있음.,143060,114448,0.2
SK매직 GRA-B3218D,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 정품 인증서 포함.,147990,82874,0.44
린나이 RT-6520I,가스레인지,거의 사용하지 않음. 상태 최상하지만 배터리 효율 낮음. 정품 인증서 포함.,188810,169929,0.1
린나이 CPBC611DJ,가스레인지,6개월 사용했습니다. 사용감 있음이며 작동 이상 없음. 박스 없음.,176080,154950,0.12
SK매직 GRA-BA301D,가스레인지,1년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 박스 및 구성품 있음.,229020,151153,0.34
린나이 RBR-PF3000,가스레인지,4년 사용했습니다. 상태 보통이며 고장 없음. 정품 인증서 포함.,294960,171076,0.42
SK매직 뉴에코 GRA-851SR,가스레인지,2년 사용했습니다. 사용감 있음그리고 화면 금 갔음.,128820,77292,0.4
린나이 RBR-S6201D,가스레인지,1개월 사용했습니다. 상태 보통그리고 액정 파손. 충전기 없음.,180000,129600,0.28
린나이 RBR-P3511WD,가스레인지,4년 사용했습니다. 상태 양호하지만 생활 기스 있음. 추가 액세서리 포함.,241400,137598,0.43
린나이 RBR-P2501D,가스레인지,1년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 및 구성품 있음.,210750,147525,0.3
SK매직 뉴에코 GRA-910SR,가스레인지,1년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 추가 액세서리 포함.,171700,115038,0.33
SK매직 GRA-F2NRH,가스레인지,2년 사용했습니다. 사용감 있음이며 고장 없음. 정품 인증서 포함.,116450,88502,0.24
린나이 GTA24SJ,가스레인지,거의 사용하지 않음. 생활흔적 있음이며 고장 없음. 박스 없음.,133400,117392,0.12
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,6개월 사용했습니다. 상태 보통그리고 화면 금 갔음. 추가 액세서리 포함.,144000,113760,0.21
린나이 RBR-S3000,가스레인지,4년 사용했습니다. 생활흔적 있음이며 고장 없음. 정품 인증서 포함.,218950,122612,0.44
하츠 GC-3605SDBH,가스레인지,6개월 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 박스 없음.,135000,113400,0.16
린나이 RBR-S3603DIJ,가스레인지,6개월 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 정품 인증서 포함.,156710,126935,0.19
SK매직 GRA-B3FDD,가스레인지,4년 사용했습니다. 상태 최상이며 고장 없음. 충전기 없음.,126000,78120,0.38
린나이 RBR-S4000,가스레인지,5년 사용했습니다. 상태 양호이며 고장 없음. 박스 없음.,260460,125020,0.52
SK매직 GRA-B3216D,가스레인지,6개월 사용했습니다. 생활흔적 있음이며 고장 없음. 박스 및 구성품 있음.,113920,102528,0.1
SK매직 GRA-B322K,가스레인지,2년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 박스 및 구성품 있음.,174080,116633,0.33
린나이 RBR-P4400,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음.,436700,196514,0.55
린나이 RT-5102,가스레인지,4년 사용했습니다. 상태 양호이며 작동 이상 없음. 정품 인증서 포함.,250380,152731,0.39
린나이 INBS301DJ,가스레인지,1개월 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 없음.,167350,135553,0.19
SK매직 GRAB221K,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 박스 없음.,85440,36739,0.57
린나이 RBR-S3307DJ,가스레인지,1년 사용했습니다. 생활흔적 있음그리고 화면 금 갔음. 충전기 없음.,158790,106389,0.33
린나이 RBR-S3001D,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 및 구성품 있음.,213600,106800,0.5
린나이 CTA22NJ,가스레인지,1년 사용했습니다. 외관 약간 흠집그리고 액정 파손. 충전기 없음.,138600,87318,0.37
린나이 RT-1620I,가스레인지,1개월 사용했습니다. 외관 약간 흠집그리고 액정 파손. 박스 및 구성품 있음.,189730,140400,0.26
매직쉐프 MMW-W23FDHW,가스레인지,1개월 사용했습니다. 외관 심한 흠집이며 고장 없음. 박스 및 구성품 있음.,119960,105564,0.12
린나이 RT-1080IJ,가스레인지,3년 사용했습니다. 생활흔적 있음이며 작동 이상 없음.,128060,83239,0.35
린나이 INCP2032WJ,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 박스 없음.,143060,111586,0.22
SK매직 GRA-B3218D,가스레인지,3년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 정품 인증서 포함.,147990,90273,0.39
린나이 RT-6520I,가스레인지,1개월 사용했습니다. 상태 양호하지만 액정 파손. 정품 인증서 포함.,188810,149159,0.21
린나이 CPBC611DJ,가스레인지,4년 사용했습니다. 상태 양호하지만 화면 금 갔음. 충전기 없음.,176080,73953,0.58
SK매직 GRA-BA301D,가스레인지,4년 사용했습니다. 상태 양호하지만 생활 기스 있음. 추가 액세서리 포함.,229020,130541,0.43
린나이 RBR-PF3000,가스레인지,1년 사용했습니다. 상태 양호이며 작동 이상 없음. 충전기 없음.,294960,256615,0.13
SK매직 뉴에코 GRA-851SR,가스레인지,4년 사용했습니다. 사용감 있음그리고 생활 기스 있음. 박스 없음.,128820,61833,0.52
린나이 RBR-S6201D,가스레인지,1년 사용했습니다. 사용감 있음그리고 액정 파손. 충전기 없음.,180000,111600,0.38
린나이 RBR-P3511WD,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 정품 인증서 포함.,241400,89318,0.63
린나이 RBR-P2501D,가스레인지,1개월 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 추가 액세서리 포함.,210750,189675,0.1
SK매직 뉴에코 GRA-910SR,가스레인지,2년 사용했습니다. 외관 약간 흠집이며 작동 이상 없음. 충전기 없음.,171700,125341,0.27
SK매직 GRA-F2NRH,가스레인지,5년 사용했습니다. 외관 심한 흠집이며 고장 없음. 박스 없음.,116450,44251,0.62
린나이 GTA24SJ,가스레인지,거의 사용하지 않음. 외관 약간 흠집그리고 생활 기스 있음.,133400,114724,0.14
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,3년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 박스 및 구성품 있음.,144000,86400,0.4
린나이 RBR-S3000,가스레인지,6개월 사용했습니다. 사용감 있음그리고 화면 금 갔음. 추가 액세서리 포함.,218950,168591,0.23
하츠 GC-3605SDBH,가스레인지,5년 사용했습니다. 상태 최상하지만 배터리 효율 낮음.,135000,60749,0.55
린나이 RBR-S3603DIJ,가스레인지,4년 사용했습니다. 상태 최상하지만 화면 금 갔음. 박스 없음.,156710,75220,0.52
SK매직 GRA-B3FDD,가스레인지,3년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 및 구성품 있음.,126000,69300,0.45
린나이 RBR-S4000,가스레인지,3년 사용했습니다. 사용감 있음이며 고장 없음.,260460,169299,0.35
SK매직 GRA-B3216D,가스레인지,3년 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음. 박스 없음.,113920,48985,0.57
SK매직 GRA-B322K,가스레인지,2년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 박스 없음.,174080,109670,0.37
린나이 RBR-P4400,가스레인지,1년 사용했습니다. 외관 약간 흠집이며 고장 없음. 충전기 없음.,436700,362461,0.17
린나이 RT-5102,가스레인지,거의 사용하지 않음. 상태 보통이며 고장 없음. 추가 액세서리 포함.,250380,225342,0.1
린나이 INBS301DJ,가스레인지,4년 사용했습니다. 상태 양호이며 작동 이상 없음.,167350,100410,0.4
SK매직 GRAB221K,가스레인지,2년 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 추가 액세서리 포함.,85440,57244,0.33
린나이 RBR-S3307DJ,가스레인지,1년 사용했습니다. 상태 최상하지만 생활 기스 있음. 박스 및 구성품 있음.,158790,142911,0.1
린나이 RBR-S3001D,가스레인지,1년 사용했습니다. 상태 최상하지만 화면 금 갔음. 추가 액세서리 포함.,213600,175152,0.18
린나이 CTA22NJ,가스레인지,거의 사용하지 않음. 상태 최상이며 고장 없음. 추가 액세서리 포함.,138600,124740,0.1
린나이 RT-1620I,가스레인지,1년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 충전기 없음.,189730,127119,0.33
매직쉐프 MMW-W23FDHW,가스레인지,1개월 사용했습니다. 생활흔적 있음이며 고장 없음. 박스 및 구성품 있음.,119960,107964,0.1
린나이 RT-1080IJ,가스레인지,1개월 사용했습니다. 상태 보통그리고 액정 파손. 추가 액세서리 포함.,128060,98606,0.23
린나이 INCP2032WJ,가스레인지,거의 사용하지 않음. 상태 보통이며 작동 이상 없음. 정품 인증서 포함.,143060,128754,0.1
SK매직 GRA-B3218D,가스레인지,1개월 사용했습니다. 상태 양호하지만 화면 금 갔음. 충전기 없음.,147990,118392,0.2
린나이 RT-6520I,가스레인지,6개월 사용했습니다. 상태 양호이며 고장 없음. 정품 인증서 포함.,188810,169929,0.1
린나이 CPBC611DJ,가스레인지,1개월 사용했습니다. 상태 최상이며 작동 이상 없음. 추가 액세서리 포함.,176080,158472,0.1
SK매직 GRA-BA301D,가스레인지,6개월 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 충전기 없음.,229020,187796,0.18
린나이 RBR-PF3000,가스레인지,6개월 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 박스 없음.,294960,244816,0.17
SK매직 뉴에코 GRA-851SR,가스레인지,1년 사용했습니다. 외관 심한 흠집그리고 액정 파손.,128820,77292,0.4
린나이 RBR-S6201D,가스레인지,5년 사용했습니다. 외관 심한 흠집그리고 생활 기스 있음. 박스 없음.,180000,59399,0.67
린나이 RBR-P3511WD,가스레인지,4년 사용했습니다. 외관 약간 흠집이며 고장 없음. 충전기 없음.,241400,127942,0.47
린나이 RBR-P2501D,가스레인지,5년 사용했습니다. 생활흔적 있음이며 고장 없음.,210750,94837,0.55
SK매직 뉴에코 GRA-910SR,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,171700,87567,0.49
SK매직 GRA-F2NRH,가스레인지,3년 사용했습니다. 사용감 있음이며 고장 없음. 정품 인증서 포함.,116450,76856,0.34
린나이 GTA24SJ,가스레인지,5년 사용했습니다. 생활흔적 있음이며 작동 이상 없음.,133400,60029,0.55
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,2년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 충전기 없음.,144000,92160,0.36
린나이 RBR-S3000,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 배터리 효율 낮음.,218950,170781,0.22
하츠 GC-3605SDBH,가스레인지,2년 사용했습니다. 상태 최상하지만 화면 금 갔음. 충전기 없음.,135000,90449,0.33
린나이 RBR-S3603DIJ,가스레인지,거의 사용하지 않음. 외관 약간 흠집이며 작동 이상 없음. 추가 액세서리 포함.,156710,141039,0.1
SK매직 GRA-B3FDD,가스레인지,1개월 사용했습니다. 외관 심한 흠집그리고 화면 금 갔음.,126000,91980,0.27
린나이 RBR-S4000,가스레인지,거의 사용하지 않음. 상태 최상이며 고장 없음. 정품 인증서 포함.,260460,234414,0.1
SK매직 GRA-B3216D,가스레인지,3년 사용했습니다. 사용감 있음그리고 배터리 효율 낮음. 박스 및 구성품 있음.,113920,62656,0.45
SK매직 GRA-B322K,가스레인지,2년 사용했습니다. 상태 양호이며 작동 이상 없음. 정품 인증서 포함.,174080,141004,0.19
린나이 RBR-P4400,가스레인지,3년 사용했습니다. 상태 양호하지만 액정 파손. 추가 액세서리 포함.,436700,227084,0.48
린나이 RT-5102,가스레인지,2년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 추가 액세서리 포함.,250380,182777,0.27
린나이 INBS301DJ,가스레인지,1년 사용했습니다. 상태 최상이며 고장 없음.,167350,150615,0.1
SK매직 GRAB221K,가스레인지,거의 사용하지 않음. 상태 양호이며 고장 없음. 추가 액세서리 포함.,85440,76896,0.1
린나이 RBR-S3307DJ,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 배터리 효율 낮음.,158790,119092,0.25
린나이 RBR-S3001D,가스레인지,1년 사용했습니다. 생활흔적 있음이며 작동 이상 없음. 정품 인증서 포함.,213600,183696,0.14
린나이 CTA22NJ,가스레인지,1년 사용했습니다. 생활흔적 있음이며 고장 없음. 박스 없음.,138600,115038,0.17
린나이 RT-1620I,가스레인지,거의 사용하지 않음. 상태 양호이며 고장 없음. 충전기 없음.,189730,170757,0.1
매직쉐프 MMW-W23FDHW,가스레인지,5년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 박스 없음.,119960,33588,0.72
린나이 RT-1080IJ,가스레인지,6개월 사용했습니다. 상태 최상이며 작동 이상 없음. 정품 인증서 포함.,128060,115254,0.1
린나이 INCP2032WJ,가스레인지,4년 사용했습니다. 외관 약간 흠집그리고 화면 금 갔음. 박스 및 구성품 있음.,143060,58654,0.59
SK매직 GRA-B3218D,가스레인지,3년 사용했습니다. 상태 보통이며 고장 없음. 박스 및 구성품 있음.,147990,99153,0.33
린나이 RT-6520I,가스레인지,1년 사용했습니다. 외관 심한 흠집이며 작동 이상 없음. 추가 액세서리 포함.,188810,154824,0.18
린나이 CPBC611DJ,가스레인지,4년 사용했습니다. 외관 심한 흠집그리고 액정 파손. 추가 액세서리 포함.,176080,56345,0.68
SK매직 GRA-BA301D,가스레인지,2년 사용했습니다. 상태 보통그리고 액정 파손. 박스 및 구성품 있음.,229020,130541,0.43
린나이 RBR-PF3000,가스레인지,3년 사용했습니다. 상태 양호하지만 화면 금 갔음. 박스 및 구성품 있음.,294960,162228,0.45
SK매직 뉴에코 GRA-851SR,가스레인지,5년 사용했습니다. 외관 약간 흠집이며 고장 없음. 박스 및 구성품 있음.,128820,59257,0.54
린나이 RBR-S6201D,가스레인지,거의 사용하지 않음. 상태 최상하지만 배터리 효율 낮음.,180000,162000,0.1
린나이 RBR-P3511WD,가스레인지,4년 사용했습니다. 사용감 있음이며 작동 이상 없음. 충전기 없음.,241400,125528,0.48
린나이 RBR-P2501D,가스레인지,4년 사용했습니다. 사용감 있음그리고 화면 금 갔음. 박스 및 구성품 있음.,210750,84300,0.6
SK매직 뉴에코 GRA-910SR,가스레인지,3년 사용했습니다. 외관 약간 흠집이며 고장 없음. 박스 없음.,171700,109888,0.36
SK매직 GRA-F2NRH,가스레인지,5년 사용했습니다. 상태 양호하지만 액정 파손. 충전기 없음.,116450,31441,0.73
린나이 GTA24SJ,가스레인지,거의 사용하지 않음. 외관 심한 흠집그리고 배터리 효율 낮음. 박스 및 구성품 있음.,133400,100050,0.25
SK매직 뉴에코 GRA-841SR (GRA-841R),가스레인지,5년 사용했습니다. 상태 보통그리고 배터리 효율 낮음. 정품 인증서 포함.,144000,54720,0.62
린나이 RBR-S3000,가스레인지,2년 사용했습니다. 상태 양호이며 작동 이상 없음. 박스 및 구성품 있음.,218950,175160,0.2
하츠 GC-3605SDBH,가스레인지,6개월 사용했습니다. 상태 최상하지만 화면 금 갔음. 추가 액세서리 포함.,135000,117450,0.13
린나이 RBR-S3603DIJ,가스레인지,5년 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 추가 액세서리 포함.,156710,65818,0.58
SK매직 GRA-B3FDD,가스레인지,2년 사용했습니다. 상태 양호하지만 액정 파손. 추가 액세서리 포함.,126000,78120,0.38
린나이 RBR-S4000,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 배터리 효율 낮음. 정품 인증서 포함.,260460,96370,0.63
SK매직 GRA-B3216D,가스레인지,6개월 사용했습니다. 사용감 있음그리고 생활 기스 있음. 추가 액세서리 포함.,113920,99110,0.13
SK매직 GRA-B322K,가스레인지,5년 사용했습니다. 상태 양호하지만 생활 기스 있음. 박스 및 구성품 있음.,174080,78335,0.55
린나이 RBR-P4400,가스레인지,4년 사용했습니다. 상태 양호하지만 생활 기스 있음. 충전기 없음.,436700,227084,0.48
린나이 RT-5102,가스레인지,4년 사용했습니다. 생활흔적 있음그리고 생활 기스 있음. 충전기 없음.,250380,117678,0.53
린나이 INBS301DJ,가스레인지,6개월 사용했습니다. 상태 보통이며 고장 없음.,167350,150615,0.1
SK매직 GRAB221K,가스레인지,5년 사용했습니다. 사용감 있음이며 고장 없음. 충전기 없음.,85440,35884,0.58
린나이 RBR-S3307DJ,가스레인지,1개월 사용했습니다. 상태 최상하지만 화면 금 갔음. 박스 및 구성품 있음.,158790,139735,0.12
린나이 RBR-S3001D,가스레인지,6개월 사용했습니다. 생활흔적 있음그리고 배터리 효율 낮음. 충전기 없음.,213600,164472,0.23
린나이 CTA22NJ,가스레인지,6개월 사용했습니다. 상태 양호하지만 화면 금 갔음.,138600,110880,0.2
린나이 RT-1620I,가스레인지,1년 사용했습니다. 상태 보통이며 작동 이상 없음.,189730,165065,0.13
매직쉐프 MMW-W23FDHW,가스레인지,거의 사용하지 않음. 상태 보통그리고 배터리 효율 낮음. 박스 및 구성품 있음.,119960,98367,0.18
린나이 RT-1080IJ,가스레인지,3년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 정품 인증서 포함.,128060,79397,0.38
린나이 INCP2032WJ,가스레인지,1개월 사용했습니다. 상태 양호하지만 배터리 효율 낮음. 충전기 없음.,143060,121601,0.15
SK매직 GRA-B3218D,가스레인지,5년 사용했습니다. 외관 약간 흠집그리고 생활 기스 있음. 추가 액세서리 포함.,147990,63635,0.57
린나이 RT-6520I,가스레인지,1개월 사용했습니다. 생활흔적 있음이며 고장 없음. 추가 액세서리 포함.,188810,169929,0.1
